t,target_x,target_y,target_theta,pos_x,pos_y,pos_theta,pos_w0,pos_w1,pos_w2,target_vx,target_vy,target_vtheta
5.650000,-1.029520,-0.970480,3.153308,-1.037462,-0.963385,3.122096,0.290454,-4.377741,1.407183,0.085730,-0.076898,0.362931
5.660000,-1.028875,-0.971125,3.156960,-1.036883,-0.964028,3.127418,0.305099,-4.350889,1.471258,0.085872,-0.077395,0.348634
5.670000,-1.028220,-0.971780,3.160408,-1.036321,-0.964661,3.132571,0.351858,-4.323127,1.535121,0.086631,-0.077519,0.329895
5.680000,-1.027555,-0.972445,3.163651,-1.035744,-0.965277,3.137790,0.404151,-4.304923,1.605679,0.087662,-0.077842,0.310794
5.690000,-1.026880,-0.973120,3.166685,-1.035118,-0.965902,-3.140466,0.457151,-4.282430,1.691466,0.088635,-0.078427,0.288954
5.700000,-1.026195,-0.973805,3.169510,-1.034496,-0.966554,-3.135714,8.887037,4.136555,10.164100,0.089227,-0.079033,-3.140000
5.710000,-1.025500,-0.974500,3.172122,-1.033880,-0.967254,-3.134582,8.883271,4.113966,10.190455,0.089959,-0.079462,-3.140000
5.720000,-1.024795,-0.975205,3.174520,-1.033242,-0.967946,-3.136660,8.902063,4.090296,10.195334,0.090847,-0.079513,-3.140000
5.730000,-1.024080,-0.975920,3.176700,-1.032614,-0.968666,3.141281,8.926407,4.064775,10.196510,0.091618,-0.079736,-3.140000
5.740000,-1.023355,-0.976645,3.178661,-1.031962,-0.969388,3.133363,0.320665,-4.615204,1.534194,0.092591,-0.079794,0.373797
5.750000,-1.022620,-0.977380,3.180400,-1.031334,-0.970076,3.126537,0.131303,-4.882401,1.277636,0.093422,-0.079924,0.470365
5.760000,-1.021875,-0.978125,3.181914,-1.030699,-0.970780,3.120933,-0.026869,-5.131794,1.069265,0.094587,-0.080486,0.553773
5.770000,-1.021120,-0.978880,3.183202,-1.029991,-0.971508,3.117145,-0.151815,-5.344712,0.898231,0.095786,-0.081003,0.622686
5.780000,-1.020355,-0.979645,3.184261,-1.029350,-0.972324,3.114457,-0.247290,-5.487216,0.778238,0.096361,-0.081366,0.671161
5.790000,-1.019580,-0.980420,3.185088,-1.028704,-0.973167,3.112926,-0.281770,-5.603922,0.669872,0.097704,-0.080956,0.706309
5.800000,-1.018795,-0.981205,3.185682,-1.028016,-0.973925,3.111860,-0.282473,-5.684240,0.593948,0.099095,-0.080382,0.727562
5.810000,-1.018000,-0.982000,3.186040,-1.027339,-0.974689,3.111979,-0.290097,-5.753753,0.565927,0.100163,-0.080750,0.741802
5.820000,-1.017195,-0.982805,3.186159,-1.026696,-0.975560,3.112902,-0.261740,-5.793829,0.577667,0.101445,-0.081157,0.741799
5.830000,-1.016380,-0.983620,3.186038,-1.026042,-0.976422,3.114689,-0.184662,-5.803661,0.587528,0.103165,-0.080596,0.731358
5.840000,-1.015555,-0.984445,3.185674,-1.025353,-0.977236,3.116804,-0.086916,-5.788688,0.633696,0.104867,-0.080232,0.709842
5.850000,-1.014720,-0.985280,3.185064,-1.024640,-0.978034,3.119443,0.008792,-5.762519,0.713027,0.106331,-0.080441,0.682595
5.860000,-1.013875,-0.986125,3.184206,-1.023847,-0.978827,3.122811,0.113720,-5.717561,0.821351,0.107652,-0.080908,0.647629
5.870000,-1.013020,-0.986980,3.183098,-1.023090,-0.979590,3.126175,0.218663,-5.632168,0.961552,0.108272,-0.081528,0.602869
5.880000,-1.012155,-0.987845,3.181738,-1.022363,-0.980348,3.129766,0.335777,-5.558996,1.120136,0.109349,-0.082550,0.555626
5.890000,-1.011280,-0.988720,3.180122,-1.021627,-0.981111,3.133521,0.472267,-5.486890,1.296039,0.110835,-0.083723,0.503558
5.900000,-1.010395,-0.989605,3.178250,-1.020914,-0.981897,3.137382,0.617401,-5.404975,1.484550,0.112321,-0.084940,0.447285
5.910000,-1.009500,-0.990500,3.176118,-1.020167,-0.982680,3.141388,0.781411,-5.320763,1.678915,0.114139,-0.086034,0.387351
5.920000,-1.008595,-0.991405,3.173723,-1.019432,-0.983486,-3.137872,0.946198,-5.222029,1.887998,0.115722,-0.087252,0.323353
5.930000,-1.007680,-0.992320,3.171065,-1.018703,-0.984287,-3.134027,9.486272,3.240633,10.460787,0.117522,-0.088339,-3.140000
5.940000,-1.006755,-0.993245,3.168140,-1.017954,-0.985080,-3.133711,9.502779,3.171723,10.513190,0.119476,-0.089577,-3.140000
5.950000,-1.005820,-0.994180,3.164946,-1.017189,-0.985905,-3.136568,9.528686,3.100511,10.558496,0.121339,-0.090998,-3.140000
5.960000,-1.004875,-0.995125,3.161480,-1.016407,-0.986735,3.140705,9.570234,3.032238,10.585220,0.123143,-0.092202,-3.140000
5.970000,-1.003920,-0.996080,3.157741,-1.015607,-0.987571,3.132213,1.474170,-5.184884,2.452657,0.124867,-0.093451,0.170362
5.980000,-1.002955,-0.997045,3.153726,-1.014810,-0.988388,3.124838,1.426135,-5.363523,2.348759,0.126517,-0.094736,0.215127
5.990000,-1.001980,-0.998020,3.149432,-1.013984,-0.989246,3.118679,1.407260,-5.515215,2.291772,0.128297,-0.096321,0.245941
6.000000,-1.000995,-0.999005,3.144858,-1.013199,-0.990143,3.113060,1.420149,-5.619346,2.265987,0.129886,-0.097589,0.261789
6.010000,-1.000000,-1.000000,3.140000,-1.012391,-0.991062,3.108315,1.469485,-5.711513,2.252617,0.131985,-0.098568,0.269399
6.020000,-0.998986,-1.000976,3.134966,-1.011601,-0.991999,3.104292,1.545980,-5.769593,2.255513,0.134044,-0.099140,0.266514
6.030000,-0.997945,-1.001905,3.129865,-1.010812,-0.992923,3.101093,1.660734,-5.809055,2.259887,0.136563,-0.099066,0.255726
6.040000,-0.996877,-1.002787,3.124697,-1.009989,-0.993810,3.098495,1.806244,-5.827243,2.277908,0.139354,-0.098639,0.236043
6.050000,-0.995782,-1.003622,3.119462,-1.009138,-0.994696,3.096235,1.964952,-5.825171,2.311849,0.142077,-0.098122,0.209675
6.060000,-0.994659,-1.004411,3.114161,-1.008292,-0.995610,3.094331,2.138101,-5.804671,2.342760,0.144781,-0.097146,0.179266
6.070000,-0.993510,-1.005153,3.108795,-1.007410,-0.996534,3.092919,2.339360,-5.769715,2.362265,0.147814,-0.095434,0.144637
6.080000,-0.992335,-1.005849,3.103363,-1.006561,-0.997441,3.091705,2.557350,-5.708693,2.380080,0.150749,-0.093153,0.104442
6.090000,-0.991133,-1.006499,3.097866,-1.005708,-0.998338,3.090493,2.801273,-5.651565,2.395319,0.154283,-0.090583,0.061611
6.100000,-0.989904,-1.007104,3.092305,-1.004912,-0.999210,3.089115,3.057759,-5.592226,2.400631,0.158036,-0.087657,0.018124
6.110000,-0.988650,-1.007662,3.086679,-1.004030,-1.000115,3.088563,3.338284,-5.552965,2.394543,0.162625,-0.084521,-0.024356
6.120000,-0.987370,-1.008176,3.080990,-1.003139,-1.001042,3.087950,3.630902,-5.463263,2.391579,0.166603,-0.080612,-0.075727
6.130000,-0.986063,-1.008645,3.075238,-1.002195,-1.001965,3.087391,3.938166,-5.366476,2.367050,0.170761,-0.076025,-0.127121
6.140000,-0.984731,-1.009069,3.069422,-1.001213,-1.002871,3.086756,4.245936,-5.252731,2.333717,0.174640,-0.071036,-0.179687
6.150000,-0.983374,-1.009448,3.063544,-1.000235,-1.003754,3.086016,4.554015,-5.131082,2.291218,0.178393,-0.065771,-0.232125
6.160000,-0.981991,-1.009783,3.057604,-0.999293,-1.004638,3.084943,4.872431,-5.013996,2.239661,0.182441,-0.060287,-0.284117
6.170000,-0.980582,-1.010074,3.051602,-0.998272,-1.005452,3.084491,5.208629,-4.911032,2.164518,0.187107,-0.054355,-0.333411
6.180000,-0.979149,-1.010320,3.045539,-0.997165,-1.006250,3.083590,5.540322,-4.782494,2.118625,0.191229,-0.048687,-0.389520
6.190000,-0.977691,-1.010524,3.039415,-0.996039,-1.007031,3.082500,5.851344,-4.641948,2.052763,0.194745,-0.042736,-0.441751
6.200000,-0.976208,-1.010683,3.033230,-0.994925,-1.007772,3.081091,6.164654,-4.500477,1.974268,0.198308,-0.036523,-0.492706
6.210000,-0.974700,-1.010800,3.026985,-0.993776,-1.008463,3.079391,6.483383,-4.373304,1.885423,0.202253,-0.030276,-0.541057
6.220000,-0.973168,-1.010874,3.020680,-0.992605,-1.009145,3.077047,6.793059,-4.248655,1.791140,0.206086,-0.024101,-0.587105
6.230000,-0.971611,-1.010904,3.014317,-0.991395,-1.009748,3.074790,7.095285,-4.130502,1.667631,0.209942,-0.017592,-0.627306
6.240000,-0.970030,-1.010893,3.007894,-0.990141,-1.010305,3.072022,7.390872,-4.010243,1.559368,0.213641,-0.011450,-0.668958
6.250000,-0.968426,-1.010838,3.001412,-0.988876,-1.010810,3.068880,7.670718,-3.893806,1.437361,0.217150,-0.005334,-0.706099
6.260000,-0.966797,-1.010742,2.994873,-0.987568,-1.011294,3.065364,7.945397,-3.787581,1.307308,0.220789,0.000680,-0.740069
6.270000,-0.965144,-1.010604,2.988276,-0.986236,-1.011701,3.061712,8.210129,-3.677819,1.160318,0.224241,0.006903,-0.770877
6.280000,-0.963468,-1.010424,2.981621,-0.984915,-1.012107,3.057579,8.467195,-3.573623,1.020772,0.227678,0.012770,-0.800901
6.290000,-0.961769,-1.010203,2.974910,-0.983519,-1.012600,3.054197,8.729064,-3.477734,0.853469,0.231461,0.019042,-0.826691
6.300000,-0.960046,-1.009941,2.968142,-0.981989,-1.012941,3.050849,9.009970,-3.328094,0.672936,0.234726,0.026587,-0.860547
6.310000,-0.958300,-1.009638,2.961318,-0.980482,-1.013195,3.046017,9.246854,-3.166295,0.530939,0.236887,0.033038,-0.895307
6.320000,-0.956531,-1.009293,2.954438,-0.978977,-1.013345,3.040740,9.457115,-3.050489,0.356117,0.239507,0.039011,-0.915788
6.330000,-0.954739,-1.008909,2.947503,-0.977433,-1.013504,3.034758,9.656333,-2.957239,0.186086,0.242378,0.044364,-0.932368
6.340000,-0.952925,-1.008484,2.940513,-0.975930,-1.013570,3.028309,9.840756,-2.861173,-0.020008,0.245088,0.050198,-0.942442
6.350000,-0.951088,-1.008019,2.933469,-0.974335,-1.013555,3.021557,10.025091,-2.794892,-0.226616,0.248420,0.055511,-0.948402
6.360000,-0.949228,-1.007514,2.926370,-0.972705,-1.013506,3.014426,10.177721,-2.721068,-0.427483,0.251072,0.060412,-0.951867
6.370000,-0.947346,-1.006970,2.919218,-0.971104,-1.013598,3.008380,10.317687,-2.646069,-0.640893,0.253588,0.065362,-0.952077
6.380000,-0.945443,-1.006386,2.912013,-0.969364,-1.013563,3.000005,10.518195,-2.525857,-0.875945,0.256609,0.072119,-0.963678
6.390000,-0.943517,-1.005763,2.904754,-0.967563,-1.013435,2.991433,10.619002,-2.431454,-1.153636,0.258471,0.078000,-0.952509
6.400000,-0.941569,-1.005101,2.897443,-0.965714,-1.013268,2.982670,10.696119,-2.336765,-1.418561,0.259941,0.083347,-0.939899
6.410000,-0.939600,-1.004400,2.890080,-0.963825,-1.013141,2.973911,10.758912,-2.234970,-1.686534,0.261140,0.088675,-0.925899
6.420000,-0.937609,-1.003661,2.882665,-0.961934,-1.012869,2.965819,10.823481,-2.108914,-1.976393,0.262162,0.094805,-0.912461
6.430000,-0.935597,-1.002883,2.875199,-0.960007,-1.012447,2.957758,10.896178,-1.992580,-2.211642,0.263363,0.099859,-0.906202
6.440000,-0.933564,-1.002068,2.867682,-0.958047,-1.011997,2.949388,10.952880,-1.891126,-2.410021,0.264433,0.103796,-0.900756
6.450000,-0.931510,-1.001214,2.860115,-0.956033,-1.011594,2.940967,10.998105,-1.786657,-2.618944,0.265376,0.107827,-0.892735
6.460000,-0.929434,-1.000323,2.852497,-0.953981,-1.011118,2.932648,11.039477,-1.654733,-2.851576,0.265988,0.112706,-0.884700
6.470000,-0.927338,-0.999395,2.844830,-0.951907,-1.010571,2.924248,11.073389,-1.520972,-3.067366,0.266430,0.117229,-0.878184
6.480000,-0.925222,-0.998430,2.837113,-0.949782,-1.009977,2.915461,11.099805,-1.391589,-3.273671,0.266847,0.121416,-0.871345
6.490000,-0.923085,-0.997427,2.829348,-0.947611,-1.009304,2.906709,11.105284,-1.261043,-3.485125,0.266974,0.125494,-0.861130
6.500000,-0.920927,-0.996388,2.821534,-0.945517,-1.008473,2.898256,11.098525,-1.129412,-3.679260,0.266831,0.129163,-0.851751
6.510000,-0.918750,-0.995313,2.813672,-0.943350,-1.007627,2.889703,11.116769,-1.038103,-3.832461,0.267668,0.131607,-0.845840
6.520000,-0.916553,-0.994201,2.805762,-0.941158,-1.006902,2.880834,11.117716,-0.929492,-3.989529,0.267971,0.134261,-0.839407
6.530000,-0.914335,-0.993053,2.797805,-0.938922,-1.006117,2.872369,11.120719,-0.788046,-4.201309,0.268228,0.138495,-0.830289
6.540000,-0.912098,-0.991869,2.789801,-0.936681,-1.005390,2.864217,11.123457,-0.637202,-4.388983,0.268236,0.142482,-0.825672
6.550000,-0.909842,-0.990650,2.781751,-0.934386,-1.004588,2.855843,11.144784,-0.461286,-4.593695,0.268398,0.147406,-0.824661
6.560000,-0.907566,-0.989395,2.773654,-0.932066,-1.003693,2.847485,11.144774,-0.287171,-4.788261,0.268208,0.151929,-0.821890
6.570000,-0.905270,-0.988106,2.765512,-0.929700,-1.002746,2.839151,11.137533,-0.121763,-4.962393,0.267959,0.155871,-0.819728
6.580000,-0.902956,-0.986781,2.757325,-0.927318,-1.001896,2.830561,11.120230,0.048419,-5.126118,0.267440,0.159648,-0.818259
6.590000,-0.900623,-0.985422,2.749093,-0.924897,-1.000949,2.822188,11.103768,0.246531,-5.334150,0.266950,0.164742,-0.814687
6.600000,-0.898271,-0.984028,2.740816,-0.922461,-0.999945,2.813756,11.081098,0.440445,-5.512532,0.266258,0.169208,-0.813720
6.610000,-0.895900,-0.982600,2.732495,-0.919971,-0.999020,2.804635,11.054926,0.629793,-5.683888,0.265611,0.173447,-0.812613
6.620000,-0.893511,-0.981138,2.724130,-0.917422,-0.998007,2.795945,11.002844,0.845003,-5.902886,0.264602,0.178822,-0.805047
6.630000,-0.891103,-0.979642,2.715723,-0.914838,-0.996964,2.787151,10.945287,1.064323,-6.085516,0.263192,0.183647,-0.802221
6.640000,-0.888677,-0.978113,2.707272,-0.912296,-0.996020,2.778249,10.877253,1.288685,-6.267186,0.261606,0.188510,-0.798789
6.650000,-0.886234,-0.976550,2.698779,-0.909722,-0.995015,2.769681,10.828658,1.533246,-6.493357,0.260628,0.194693,-0.794699
6.660000,-0.883772,-0.974955,2.690244,-0.907106,-0.993931,2.760768,10.781037,1.781752,-6.696625,0.259501,0.200603,-0.794376
6.670000,-0.881292,-0.973326,2.681667,-0.904466,-0.992932,2.752165,10.710969,2.021258,-6.890937,0.258133,0.206054,-0.791008
6.680000,-0.878795,-0.971665,2.673049,-0.901817,-0.991876,2.743778,10.650659,2.296982,-7.105179,0.256711,0.212673,-0.791167
6.690000,-0.876281,-0.969971,2.664390,-0.899140,-0.990769,2.735255,10.594815,2.570948,-7.303273,0.255359,0.219045,-0.793879
6.700000,-0.873749,-0.968245,2.655690,-0.896417,-0.989766,2.725666,10.528244,2.842869,-7.495576,0.253908,0.225241,-0.795646
6.710000,-0.871200,-0.966488,2.646951,-0.893752,-0.988685,2.716786,10.421492,3.140752,-7.749427,0.252170,0.232789,-0.787152
6.720000,-0.868634,-0.964698,2.638171,-0.891089,-0.987545,2.707367,10.354010,3.426093,-7.974723,0.251180,0.239867,-0.786145
6.730000,-0.866051,-0.962877,2.629353,-0.888423,-0.986500,2.698335,10.270848,3.696731,-8.206545,0.250373,0.246683,-0.780140
6.740000,-0.863452,-0.961024,2.620496,-0.885761,-0.985373,2.689104,10.203913,4.004585,-8.460369,0.249716,0.254754,-0.778392
6.750000,-0.860836,-0.959141,2.611600,-0.883059,-0.984206,2.679089,10.131146,4.296542,-8.704320,0.249251,0.262319,-0.775039
6.760000,-0.858203,-0.957227,2.602666,-0.880453,-0.983102,2.669655,10.021584,4.582399,-8.960463,0.248554,0.269796,-0.764227
6.770000,-0.855554,-0.955282,2.593695,-0.877824,-0.981946,2.659278,9.962742,4.884225,-9.237550,0.248986,0.278208,-0.759609
6.780000,-0.852890,-0.953306,2.584686,-0.875224,-0.980856,2.648834,9.865467,5.172215,-9.529368,0.249347,0.286394,-0.745918
6.790000,-0.850209,-0.951301,2.575640,-0.872637,-0.979713,2.637985,9.775595,5.481090,-9.851579,0.250157,0.295555,-0.731942
6.800000,-0.847512,-0.949265,2.566558,-0.870000,-0.978500,2.627190,9.674644,5.777991,-10.178047,0.251248,0.304480,-0.714267
6.810000,-0.844800,-0.947200,2.557440,-0.867484,-0.977199,2.617384,9.559070,6.074166,-10.482493,0.252003,0.312998,-0.697496
6.820000,-0.842072,-0.945105,2.548286,-0.864922,-0.975973,2.607593,9.513919,6.350587,-10.761886,0.254120,0.320942,-0.690980
6.830000,-0.839329,-0.942981,2.539097,-0.862352,-0.974679,2.597466,9.454720,6.663496,-11.060050,0.255927,0.329919,-0.684960
6.840000,-0.836571,-0.940828,2.529873,-0.859746,-0.973335,2.587194,9.381070,6.964373,-11.353960,0.257813,0.338503,-0.675930
6.850000,-0.833798,-0.938646,2.520615,-0.857279,-0.971978,2.577527,9.290573,7.264973,-11.638943,0.259486,0.346885,-0.665790
6.860000,-0.831009,-0.936436,2.511323,-0.854762,-0.970555,2.567200,9.263578,7.558995,-11.933633,0.262697,0.355421,-0.662044
6.870000,-0.828206,-0.934197,2.501997,-0.852244,-0.969094,2.556703,9.197555,7.843904,-12.226421,0.265560,0.363583,-0.652036
6.880000,-0.825389,-0.931930,2.492638,-0.849881,-0.967568,2.547365,9.124268,8.126230,-12.519497,0.268554,0.371642,-0.640656
6.890000,-0.822557,-0.929635,2.483245,-0.847385,-0.965948,2.537996,9.141126,8.393420,-12.799597,0.273242,0.379326,-0.641191
6.900000,-0.819710,-0.927313,2.473821,-0.844850,-0.964240,2.529148,9.117589,8.662248,-13.040735,0.276741,0.386353,-0.641753
6.910000,-0.816850,-0.924963,2.464364,-0.842411,-0.962539,2.520073,9.103616,8.927267,-13.246852,0.279996,0.392778,-0.647838
6.920000,-0.813976,-0.922585,2.454876,-0.839937,-0.960825,2.510181,9.110298,9.188477,-13.484216,0.284350,0.399543,-0.651971
6.930000,-0.811087,-0.920181,2.445357,-0.837463,-0.959078,2.500421,9.075305,9.450614,-13.738887,0.288498,0.406441,-0.648244
6.940000,-0.808185,-0.917750,2.435806,-0.835037,-0.957300,2.491948,9.045327,9.714924,-13.988696,0.292781,0.413281,-0.646148
6.950000,-0.805270,-0.915292,2.426226,-0.832527,-0.955526,2.482742,9.079372,9.989086,-14.215153,0.297673,0.420077,-0.657218
6.960000,-0.802341,-0.912808,2.416615,-0.830007,-0.953716,2.473410,9.058695,10.275980,-14.451431,0.301863,0.427180,-0.661273
6.970000,-0.799398,-0.910298,2.406975,-0.827632,-0.951832,2.463926,9.030212,10.561929,-14.686125,0.306084,0.434181,-0.664356
6.980000,-0.796443,-0.907761,2.397305,-0.825293,-0.949946,2.454071,9.041991,10.818614,-14.940890,0.311892,0.440706,-0.666211
6.990000,-0.793475,-0.905200,2.387607,-0.822878,-0.947915,2.444541,9.048073,11.077406,-15.217380,0.318179,0.447467,-0.664638
7.000000,-0.790494,-0.902612,2.377880,-0.820365,-0.945829,2.435312,9.050032,11.316337,-15.443708,0.323843,0.453030,-0.666610
7.010000,-0.787500,-0.900000,2.368125,-0.817856,-0.943849,2.426376,9.036254,11.562452,-15.637229,0.328655,0.458292,-0.671867
7.020000,-0.784494,-0.897363,2.358343,-0.815526,-0.941737,2.417402,9.028165,11.851480,-15.855618,0.333626,0.464863,-0.680337
7.030000,-0.781475,-0.894700,2.348533,-0.813001,-0.939573,2.408246,9.078706,12.094046,-16.087001,0.340511,0.470371,-0.688695
7.040000,-0.778444,-0.892014,2.338696,-0.810586,-0.937349,2.399760,9.064889,12.348326,-16.277219,0.345568,0.475598,-0.695500
7.050000,-0.775402,-0.889302,2.328833,-0.808103,-0.935104,2.390419,9.114395,12.590893,-16.467586,0.351846,0.480470,-0.709272
7.060000,-0.772347,-0.886567,2.318944,-0.805895,-0.933570,2.370217,9.108063,12.834728,-16.664647,0.357557,0.485367,-0.714749
7.070000,-0.769280,-0.883808,2.309030,-0.803954,-0.931414,2.357173,8.673044,13.170653,-17.325279,0.366148,0.497622,-0.611869
7.080000,-0.766202,-0.881025,2.299090,-0.801924,-0.929060,2.344805,8.654544,13.384287,-17.749617,0.377513,0.503884,-0.580831
7.090000,-0.763113,-0.878219,2.289125,-0.800216,-0.927401,2.321666,8.648857,13.566867,-18.103990,0.388108,0.508410,-0.556797
7.100000,-0.760012,-0.875390,2.279136,-0.798397,-0.925069,2.307715,8.205066,13.851515,-18.915900,0.402042,0.520113,-0.425300
7.110000,-0.756900,-0.872538,2.269123,-0.796274,-0.922564,2.296053,8.173360,14.043983,-19.367491,0.414967,0.525314,-0.385917
7.120000,-0.753777,-0.869662,2.259086,-0.793841,-0.919948,2.285195,8.163868,14.238381,-19.672395,0.424970,0.529013,-0.369668
7.130000,-0.750643,-0.866765,2.249027,-0.791539,-0.917066,2.274927,8.106688,14.436739,-19.872500,0.431978,0.531833,-0.361688
7.140000,-0.747499,-0.863845,2.238944,-0.789390,-0.913963,2.264991,8.138636,14.562279,-20.043677,0.440406,0.532213,-0.359834
7.150000,-0.744344,-0.860903,2.228839,-0.787762,-0.911523,2.243465,8.251372,14.626153,-20.207785,0.450462,0.530605,-0.361527
7.160000,-0.741178,-0.857939,2.218712,-0.785831,-0.908549,2.230404,7.917718,14.784952,-20.874731,0.465843,0.535837,-0.247533
7.170000,-0.738002,-0.854954,2.208563,-0.784387,-0.906165,2.207948,7.929706,14.880744,-21.197574,0.478288,0.535952,-0.218410
7.180000,-0.734817,-0.851947,2.198393,-0.782414,-0.903142,2.195147,7.572733,15.082057,-21.949165,0.495704,0.542182,-0.095553
7.190000,-0.731621,-0.848919,2.188202,-0.780097,-0.899836,2.185998,7.576642,15.198430,-22.262235,0.507931,0.542231,-0.069447
7.200000,-0.728415,-0.845870,2.177991,-0.777470,-0.896172,2.178758,7.685978,15.277787,-22.372517,0.516816,0.539661,-0.080065
7.210000,-0.725200,-0.842800,2.167760,-0.774827,-0.892543,2.170869,7.843600,15.279350,-22.310765,0.522699,0.533723,-0.109984
7.220000,-0.721975,-0.839710,2.157509,-0.771941,-0.888706,2.164950,7.963269,15.295466,-22.272153,0.528514,0.528337,-0.133600
7.230000,-0.718741,-0.836599,2.147239,-0.769100,-0.884609,2.158706,8.136075,15.274968,-22.103185,0.531996,0.521068,-0.177106
7.240000,-0.715498,-0.833469,2.136951,-0.766478,-0.880716,2.149186,8.343532,15.178522,-21.915513,0.536019,0.511403,-0.217552
7.250000,-0.712246,-0.830318,2.126643,-0.763525,-0.876782,2.143230,8.435132,15.124595,-21.895040,0.542326,0.503971,-0.225426
7.260000,-0.708984,-0.827148,2.116318,-0.760547,-0.872670,2.136948,8.606798,15.097001,-21.716493,0.545404,0.496339,-0.269114
7.270000,-0.705714,-0.823959,2.105976,-0.758310,-0.869257,2.119278,8.784258,15.019101,-21.516186,0.548329,0.487110,-0.309721
7.280000,-0.702436,-0.820751,2.095616,-0.755445,-0.865532,2.111273,8.541866,15.075075,-21.869548,0.558741,0.485062,-0.236626
7.290000,-0.699149,-0.817523,2.085239,-0.752247,-0.861553,2.103962,8.617080,15.118251,-21.812827,0.562961,0.480086,-0.260339
7.300000,-0.695853,-0.814277,2.074846,-0.749561,-0.858512,2.095856,8.673740,15.096573,-21.620210,0.563935,0.472762,-0.291160
7.310000,-0.692550,-0.811013,2.064437,-0.747647,-0.855884,2.069911,8.688660,15.362900,-21.731398,0.570105,0.474992,-0.314189
7.320000,-0.689239,-0.807730,2.054012,-0.744919,-0.852399,2.057608,8.010406,15.643584,-22.479953,0.584082,0.481543,-0.158984
7.330000,-0.685919,-0.804429,2.043572,-0.741725,-0.848790,2.045205,7.877345,15.763323,-22.604180,0.589994,0.479705,-0.140358
7.340000,-0.682592,-0.801110,2.033118,-0.738818,-0.846280,2.041410,7.636962,15.845105,-22.589479,0.591325,0.476797,-0.120871
7.350000,-0.679258,-0.797774,2.022649,-0.736831,-0.844084,2.011488,7.688819,16.336482,-22.639858,0.595609,0.485064,-0.187612
7.360000,-0.675916,-0.794420,2.012166,-0.733760,-0.840704,1.996989,6.441888,16.740783,-23.232745,0.600000,0.496636,0.006781
7.370000,-0.672566,-0.791050,2.001669,-0.731570,-0.838464,1.983794,6.009798,16.886034,-23.241410,0.600000,0.496543,0.046797
7.380000,-0.669210,-0.787662,1.991159,-0.730273,-0.836509,1.950635,5.428264,17.392146,-23.364342,0.600000,0.508016,0.073658
7.390000,-0.665847,-0.784258,1.980637,-0.726673,-0.832512,1.944303,3.811904,17.817738,-23.845132,0.600000,0.522509,0.300014
7.400000,-0.662477,-0.780837,1.970102,-0.723584,-0.828312,1.933074,3.873462,17.846733,-23.625372,0.600000,0.516750,0.257993
7.410000,-0.659100,-0.777400,1.959555,-0.719219,-0.823054,1.938068,3.735965,17.775466,-23.466967,0.600000,0.509125,0.264812
7.420000,-0.655717,-0.773947,1.948997,-0.715308,-0.817632,1.939533,4.587004,17.530760,-22.924818,0.600000,0.491066,0.109289
7.430000,-0.652327,-0.770478,1.938427,-0.710583,-0.811437,1.949888,5.294654,17.209911,-22.422877,0.600000,0.471534,-0.011062
7.440000,-0.648931,-0.766994,1.927846,-0.705403,-0.804728,1.962049,6.563199,16.733458,-21.668992,0.600000,0.444434,-0.220413
7.450000,-0.645530,-0.763494,1.917256,-0.700970,-0.799767,1.963852,7.964039,16.109906,-20.766149,0.598738,0.412334,-0.447931
7.460000,-0.642122,-0.759980,1.906655,-0.697692,-0.796503,1.959308,8.327922,15.903145,-20.007313,0.588479,0.397876,-0.571967
7.470000,-0.638708,-0.756450,1.896045,-0.695205,-0.794361,1.951230,8.365993,16.213304,-19.907540,0.589837,0.400533,-0.632634
7.480000,-0.635289,-0.752906,1.885425,-0.693359,-0.792972,1.940642,8.218385,16.875132,-20.234052,0.599155,0.414554,-0.658053
7.490000,-0.631865,-0.749347,1.874797,-0.692188,-0.791467,1.901007,7.593969,17.712929,-20.444508,0.600000,0.436252,-0.658449
7.500000,-0.628435,-0.745774,1.864160,-0.688114,-0.787887,1.901799,5.584524,18.252220,-21.115751,0.600000,0.456926,-0.368468
7.510000,-0.625000,-0.742188,1.853516,-0.683163,-0.783210,1.905934,5.882737,18.523443,-20.840663,0.600000,0.456990,-0.482831
7.520000,-0.621560,-0.738587,1.842863,-0.678211,-0.778535,1.910228,6.556880,18.498447,-20.397825,0.600000,0.446236,-0.630703
7.530000,-0.618115,-0.734973,1.832204,-0.672853,-0.773204,1.915415,7.233771,18.478362,-19.950360,0.600000,0.435618,-0.780240
7.540000,-0.614666,-0.731345,1.821538,-0.667228,-0.768193,1.925149,7.651986,18.171841,-18.891405,0.581871,0.418582,-0.938765
7.550000,-0.611212,-0.727705,1.810866,-0.662293,-0.762730,1.922826,8.117754,17.996171,-17.674530,0.560165,0.404880,-1.142835
7.560000,-0.607753,-0.724052,1.800187,-0.656805,-0.756337,1.918924,8.283358,17.610175,-16.837104,0.545400,0.386783,-1.226391
7.570000,-0.604290,-0.720386,1.789503,-0.651697,-0.749823,1.913842,8.435582,16.898527,-15.776906,0.525145,0.359511,-1.294205
7.580000,-0.600824,-0.716707,1.778814,-0.647984,-0.745312,1.902987,8.657508,16.158674,-14.844869,0.508733,0.331163,-1.350282
7.590000,-0.597353,-0.713017,1.768120,-0.643934,-0.740893,1.897271,8.568306,16.039062,-14.647966,0.506313,0.322952,-1.348669
